UMAP1,UMAP2,UMAP3,label
-1.5305899,6.635068,8.087975,5
11.678606,4.138893,3.2548494,3
0.44082692,-0.06465429,6.338968,4
-1.2603236,6.5367646,8.246633,5
5.4873176,-0.13679446,8.410843,1
5.04936,1.2625192,3.664681,6
10.273734,6.332339,5.677498,3
-1.0113639,7.3335547,8.110568,3
7.1813083,1.8191844,1.8683723,6
-0.12453014,1.5217501,7.4013624,2
3.984555,-0.5748696,6.6634617,4
4.7146945,1.5381159,3.1362886,0
5.8227654,-0.18959248,9.036082,0
5.045081,1.0267203,8.2375,0
0.8581736,-0.37541223,5.063559,6
6.0136533,1.2572978,3.6653035,2
-1.6525037,6.4314747,8.102187,5
11.670592,6.371068,4.1874747,3
5.471616,2.2002141,3.0502338,6
3.445718,0.8340421,7.2105284,4
11.834042,6.09017,4.2177176,3
3.0616808,-1.0900931,4.108509,6
0.48037544,1.3278092,6.3192825,2
6.037995,0.79068685,2.362863,6
5.3034043,1.3351886,4.366354,6
10.403405,6.28905,5.9532995,5
1.7287078,-1.4097501,5.369669,6
5.775952,-0.918771,9.94221,4
2.19699,2.3170426,9.567933,2
10.765591,3.4062817,2.6606307,3
2.4160507,2.025939,9.736663,0
10.366379,3.2236845,2.6414971,3
-0.35162258,7.1459026,9.663196,5
10.681051,7.217853,5.8214173,3
11.818062,4.393645,3.385805,3
11.734846,6.5713587,3.9469447,3
10.928691,3.1318984,3.1030807,3
5.421285,0.97141516,8.365859,3
4.623931,1.4683254,3.978331,2
9.792418,4.6545014,4.0629907,6
5.875643,-1.1019318,10.167755,1
3.7988079,2.0912998,9.529105,0
1.9810711,-1.3954582,5.955833,4
0.36831743,2.0516834,7.645444,2
-0.43790808,1.8351388,7.2601476,2
10.418453,5.419563,3.1481843,3
1.8013245,-1.6650968,6.9540215,4
0.36469075,2.324472,6.7589264,2
9.985356,3.4406867,2.8314114,3
7.4271383,0.01080012,3.1553159,6
5.8595095,0.68688035,7.363168,0
4.0049934,-0.3496266,6.171435,4
2.5529351,-0.27338833,4.8187613,0
10.469936,6.3537645,5.854569,3
11.113038,3.7107596,2.8357089,3
-1.467929,6.6265917,7.9957476,5
11.159382,5.592949,4.234718,3
8.967677,2.0879838,2.6350744,3
5.0331907,0.98517066,8.949477,0
11.524432,5.5716743,3.9232247,3
2.8103607,1.8821368,9.572346,2
11.107372,3.0297756,3.0790117,3
1.6514989,2.4613597,9.332076,5
3.757809,0.19472979,4.892642,4
3.9544644,1.4383495,9.861091,0
11.408633,4.286978,4.281169,3
5.2177434,0.40169096,5.7697816,4
-1.0419986,6.732016,9.279992,5
5.6145167,2.2209337,2.8705988,2
4.135573,0.35096258,7.3523726,4
-0.39931482,5.103487,8.066357,0
5.423113,0.76774466,5.2761054,6
9.473424,4.880234,5.315351,6
10.704081,7.721054,5.8734074,3
1.1421683,-1.4372572,5.740981,2
5.716508,0.7136691,6.4161386,4
3.7682414,0.5289533,4.0428886,6
5.6265316,0.45528173,8.06991,0
5.410022,1.3486259,3.4645402,6
10.925954,3.8267348,2.808942,3
5.846813,0.7948898,4.978023,4
2.0734336,-2.1365287,5.934913,4
11.192133,7.1157637,4.930396,3
5.818594,0.5836106,7.393963,0
11.465719,5.075914,2.9123461,3
4.169025,1.0536089,9.276495,2
0.5869588,-0.24805042,5.7751455,2
4.8575573,1.8168558,3.7411456,2
11.365473,6.0264597,4.7079234,3
4.4489264,1.4827061,3.8281143,6
-1.3592398,8.135089,8.531701,5
11.35368,5.351771,4.237724,3
11.093075,5.44558,3.4436455,3
11.339344,4.3731594,2.9391985,3
-0.17229629,0.7664014,6.0158896,2
2.7684207,-1.8734334,6.003598,4
10.841815,4.299047,3.433339,3
5.769373,1.2052339,3.0241156,6
2.220412,-2.1540787,5.192076,4
0.99596137,-0.08475392,5.789529,4
2.4431193,-1.677627,4.869424,4
-0.16497825,1.3084476,7.0821505,2
5.264394,1.2845303,8.258484,0
-0.54135346,8.879347,8.777022,5
2.0995193,-2.5002587,5.027823,4
2.3404372,-1.8020016,5.3974576,4
5.689924,0.80574864,5.657333,0
-1.0299437,6.2296867,8.549214,5
12.167812,7.179433,5.250409,3
0.48729914,0.82879823,6.767946,2
10.259865,5.8791595,4.3396807,3
6.074153,1.3504475,2.4091938,6
11.253373,6.824944,4.755063,3
-0.17179672,8.949894,8.841645,5
9.588825,4.0883822,3.9241066,4
4.7553763,-0.07590097,7.2444367,1
1.809378,0.83461213,6.50255,6
2.5213218,0.57708526,5.3993726,6
10.998829,5.898755,3.331377,3
-0.3593632,2.944538,7.7851176,5
5.7974873,-0.09883934,9.124597,0
-0.7434926,7.9143257,9.419229,5
-0.25109544,1.7329748,7.1378107,2
0.19195096,3.8757997,8.147939,2
4.538922,0.2257857,7.1081104,2
4.9283457,1.0680746,9.388158,0
5.802709,0.59683836,7.8120356,0
-1.3810087,7.12617,8.341851,5
11.447885,5.1442313,4.005558,3
9.983359,2.9721496,3.0569603,4
0.34813,2.297805,8.050165,2
6.547542,-0.39433944,3.0820913,4
-0.24127343,4.6252713,8.104563,5
-1.41167,6.8194833,8.724572,5
-0.010031297,4.2634497,8.16107,5
-0.58210796,7.7940073,8.837323,5
9.419633,4.839531,5.1836104,0
-0.2547886,8.868193,8.926463,5
4.5393376,0.46169692,4.7617884,4
11.4752865,3.6224158,2.7848642,3
10.125395,7.523082,6.306419,3
7.8006296,1.3224969,2.6997187,3
5.3232045,0.3754983,6.6432033,6
0.00072961365,1.9936574,6.7899303,2
-0.5067061,7.60747,8.123552,5
2.1548498,-1.7382569,5.408676,4
6.650771,0.90916115,3.8450072,6
10.840865,5.1065235,3.3132029,3
-0.18222924,1.2395335,6.204328,5
4.992915,1.3576995,8.940186,0
3.0371938,2.841641,8.964328,6
4.3910327,1.3178868,9.444928,0
2.5778806,0.17262825,4.671282,4
11.718834,5.078854,3.9783506,3
11.111936,4.9525766,3.1757126,3
2.1312354,-2.411649,5.431366,4
0.26397473,2.7398622,6.8377066,4
3.0098426,-0.806502,4.1279263,4
0.117429145,1.4709588,7.4040046,4
6.2374325,0.82716,2.7986913,6
8.316447,1.3901829,3.0272293,3
1.7609117,1.1799977,8.752568,6
6.359568,0.9267903,2.259054,6
-0.3792635,2.509989,7.719405,2
9.724673,2.774651,3.0121236,3
4.954031,0.87900484,7.6438866,0
3.9068604,-0.43891183,6.58409,0
5.816286,0.7766379,8.372854,4
5.8253517,1.0299816,3.781921,6
-0.24940751,0.74029,6.547695,2
-0.34286624,4.523741,8.240226,0
0.6903645,-0.3356778,6.101131,2
5.735494,0.40388903,8.296196,0
0.37474138,2.4911041,6.920342,5
3.7066321,1.042265,9.841184,2
5.6555943,-1.0589089,10.414744,1
4.668231,0.43926153,6.205154,0
11.679275,4.675446,3.1717944,3
9.859606,3.1892655,3.50958,6
4.4958205,0.6010464,5.6325,4
2.7336228,-1.2468964,3.9029086,4
-1.496522,8.245989,8.367058,5
0.01806454,1.4226204,6.5427547,2
1.4939297,-1.7217301,5.230448,4
4.3168592,1.8794575,9.550614,0
5.6004105,1.8968555,2.4094963,6
-0.9774968,7.7640038,8.844367,5
-0.9792228,7.0399566,9.312482,5
2.9800336,1.9718736,9.371132,0
10.747339,7.1550493,5.528407,3
5.0513043,1.8912048,2.7323527,6
4.6014757,0.31872997,5.8153334,4
1.2413098,-1.2413201,5.7170424,2
10.921884,5.42301,3.5064971,6
11.140442,4.1422296,2.9478188,3
0.15293014,0.7865204,6.916613,2
-0.08702754,6.6446795,9.694985,3
-0.38216978,5.302975,8.529289,5
4.896223,1.0595913,2.5677335,6
1.403899,0.85803735,6.677418,6
6.5141954,1.3243583,2.832555,6
5.382143,-0.9270922,10.663653,1
10.879234,2.6808949,2.7477574,3
5.763067,2.0565257,2.6933465,6
0.6420288,1.7671025,6.611271,2
1.5646595,-1.7332332,7.277226,4
5.556116,0.7502309,4.7915797,0
6.6698084,-0.27505386,3.049178,6
5.909238,0.7942368,2.7350776,3
4.4607196,-0.3991031,6.6462965,0
4.148074,0.1514783,6.1389613,6
0.74733984,-0.47367123,6.144599,4
5.5643578,1.8898792,2.906857,6
-1.1214263,6.83704,8.780066,5
10.340259,5.3595023,3.8476813,3
7.3135786,1.5145537,2.2692466,6
1.7894678,2.5082192,9.394287,2
2.6314125,-1.8967938,4.6489916,2
10.798325,3.4236233,2.699012,3
5.225673,0.97723323,8.930803,0
1.8923483,-1.9283994,5.9709277,4
1.9529171,-1.5449803,4.2927213,4
-1.7448789,6.844043,8.244882,5
0.4808817,2.0339155,7.810871,4
1.7859936,-1.67,6.8026094,4
-0.31817505,8.982954,8.785619,2
4.912129,0.073520094,5.1404757,6
3.3770905,2.4107707,8.687957,2
10.282308,6.489512,4.179111,3
1.8501365,3.6824918,8.898262,5
3.6970031,0.22312549,5.626317,0
12.041192,6.7032695,4.8451524,3
10.307812,2.3413692,2.7145758,3
7.3776617,1.7315702,2.6546369,6
-0.47960353,6.5697265,9.058606,0
2.1187618,-1.2676115,5.4757533,4
1.3577623,1.4036363,8.199894,2
11.430096,5.608927,3.943348,3
4.7801085,0.9388711,9.260265,0
-0.3436272,6.426715,9.464417,5
2.991006,2.53843,9.221355,2
11.672195,5.0097275,3.0132267,3
-0.9502262,7.4129243,9.506372,5
1.6893694,-1.8981522,7.00877,4
4.548162,1.4144334,9.531542,0
3.2674205,-1.2422775,4.5838428,4
10.052607,5.3843246,4.247752,3
4.7049265,-0.02498267,5.940777,6
2.1065886,-1.8678529,6.8844476,4
4.645271,1.4892527,3.8752348,6
10.663978,6.7365456,5.788834,3
9.7442465,2.6350675,3.081057,3
11.272392,4.6440887,3.6945257,3
10.161956,7.882655,6.2413764,5
4.283625,-0.14767016,6.844773,4
2.1011097,2.2904654,9.660725,2
4.3190446,1.8746367,9.776867,0
10.049004,5.0944643,3.4923031,3
-1.1582733,8.041499,8.976771,5
-1.4182976,7.1634583,8.89093,5
4.6285152,0.82177675,8.799596,4
6.4890523,-0.39483985,2.7905424,6
4.23383,-0.023830248,5.692429,6
8.091349,1.3972888,3.151458,6
-0.9743243,7.5737553,9.441891,5
9.126037,2.5780523,2.7839077,3
1.3408843,-1.2530664,4.968773,2
3.3974392,-0.5431763,6.297401,6
5.644483,1.352273,3.6950686,4
3.2783558,-0.86244804,4.08765,3
-0.08659295,8.738036,8.455112,5
4.507618,0.76161003,8.391342,0
6.581322,-0.13455337,3.3526545,2
3.6655378,-0.30093995,5.281519,6
11.50935,5.7529855,4.5324783,3
11.33712,4.74697,2.8885078,3
3.5715456,-0.45631224,6.668099,0
1.8718234,-2.187437,5.0687866,2
3.6075814,-0.07199668,6.7329903,4
0.7807878,-0.3819646,5.80867,2
3.78827,1.4341995,9.913399,0
10.611572,4.866257,4.8464785,4
0.030833246,1.7881263,7.484856,2
3.9764633,1.9876945,9.934755,0
4.4406333,-0.2516173,7.348257,0
1.2958407,-0.99764943,4.752102,6
5.525449,-0.8626517,10.663833,1
5.0237007,0.60074824,7.236305,4
-0.13221838,8.978811,8.711989,5
3.878431,2.1067684,9.401919,0
-0.42170212,2.5156689,7.365497,2
-1.0201278,7.71175,8.390796,5
6.2337785,-0.043125797,2.8533967,6
-1.1003308,8.069866,9.421165,5
0.94259465,-0.39335638,5.7520504,2
5.5092764,0.9458953,5.031786,0
5.3314614,0.76028806,8.531261,0
11.686204,4.9109187,3.4494257,3
6.6192007,-0.40953714,2.8923068,6
6.1555634,0.86694086,5.8303394,0
1.3404201,1.6759644,8.390679,5
0.016787363,3.7844903,8.381865,2
1.8174294,1.8443918,9.399277,2
11.714497,6.041169,3.929535,3
-0.118796706,1.0553811,6.840627,2
5.424064,1.6324652,2.0675118,5
0.9324842,-0.21632013,5.5226393,2
10.656819,6.9210753,4.4717574,3
1.4327002,1.3345492,8.230949,2
11.30278,5.8569427,3.4192812,3
-0.69632876,6.2964425,7.623582,5
1.245673,-0.6159335,4.9880943,2
1.8458164,-1.356228,5.359178,4
-1.3103021,6.683394,8.302663,5
6.31469,0.7027984,2.327828,6
0.44339326,0.52433324,5.9650373,4
7.8870516,1.3951478,2.7706268,6
10.952736,6.1638565,5.337635,3
2.3592868,-1.2815479,4.8003006,4
6.1352925,0.96525353,2.119708,6
10.358259,2.9373343,2.776472,3
6.3027606,1.0289404,3.4300902,6
2.5753312,-1.8999374,6.9909434,4
3.4042413,-1.3827891,5.4555726,4
1.2099463,-1.4155895,5.92531,4
4.4903164,0.6665698,7.685626,0
1.4255853,-1.8529762,5.749655,4
5.1792855,1.5813972,2.3263118,6
2.0418024,0.64287573,5.24499,6
5.968312,1.4401135,2.518174,6
11.705166,4.432176,4.3073845,3
2.2737498,-2.0994911,6.5215635,4
5.449388,1.4544666,8.787039,2
2.5219846,-1.9371784,6.368773,4
-0.39332506,2.1843314,7.065283,4
1.9116442,-1.611407,5.211177,4
4.3772187,1.9671369,9.702222,0
-1.0082328,7.6417313,8.873148,5
11.55331,4.207558,3.619092,3
2.6382623,-1.4488524,3.9300182,4
-0.04820471,4.385849,8.1928835,5
4.731404,1.2936664,3.2254755,6
5.8477173,0.7186879,7.2765985,0
4.573594,1.0692983,2.9073915,6
2.549466,-1.9635077,4.9611316,2
3.1108341,1.0997123,8.852529,2
10.75448,3.537139,2.6459548,3
4.3633027,0.63327247,4.593512,2
3.021383,-0.67048633,6.956917,4
11.036505,6.14209,4.146148,3
11.230611,3.8206809,3.4978833,3
11.399994,5.877175,3.7407303,3
0.9546796,-0.47729903,5.6421256,4
-0.10948915,2.8227096,7.4288516,2
7.007613,1.0353335,3.5611167,3
11.494758,4.2092113,3.0835843,3
4.558917,-0.17530288,3.2526882,6
11.3899765,4.069828,3.4844766,3
4.0399833,2.18794,9.803449,0
1.7894727,-0.28750923,5.5044994,4
-0.4078368,6.510342,8.868967,3
4.1633654,-0.049388926,7.1652184,0
-0.89199406,7.2291226,9.477005,5
1.5756029,2.1067162,9.205926,2
4.765413,1.1919115,8.841778,0
4.7149706,0.615546,8.54024,0
0.13277279,4.214724,8.287658,2
3.4552946,-0.49035856,5.5856614,4
11.154145,6.7832813,4.732132,3
5.8892465,0.29648328,9.1707735,6
11.173022,5.357949,4.8422074,3
3.6069734,2.4993274,9.069492,5
8.292085,1.411763,3.1751757,3
-0.19064054,2.7669117,7.348317,5
-1.2034829,8.554081,8.826864,5
12.213872,7.2666736,5.293739,3
-0.18551359,0.5954568,6.6326423,2
1.0378867,1.1960374,6.6156297,2
0.72701985,0.10667827,5.449272,2
10.840148,6.4932494,4.13352,3
5.2473884,0.31505474,2.3462355,2
-0.23261946,3.9361134,8.127868,2
10.350212,7.1247783,5.989566,3
3.2440863,1.5750358,9.684748,2
9.71989,3.0814831,3.3963459,4
-1.484233,7.543821,8.650002,5
1.5567813,-0.4608099,7.62472,4
11.462319,4.6069818,3.7774568,3
11.551784,5.8573856,4.4876842,3
10.519563,6.601604,5.93097,3
11.307114,4.6683693,3.4844928,3
-1.2578474,7.680954,8.807638,5
0.43514362,0.6332223,6.228267,6
2.2061982,1.1323799,7.7285156,2
1.8792522,-0.9846948,5.151331,4
2.7707803,1.7795649,9.863473,0
3.256044,-1.4460808,4.8181973,4
5.8643837,1.4945344,2.3314793,6
6.373643,1.2899417,3.7641635,4
1.4234349,1.707954,8.956714,2
5.1796336,1.3884943,4.122966,4
6.3621855,1.297325,2.3764172,6
3.625421,-0.25293124,5.567604,0
5.8250666,-0.14248227,8.831888,4
5.369585,0.27686945,2.9299252,4
5.925174,0.89997065,2.8119533,6
3.35156,1.6116445,9.625569,2
1.2846475,1.7064106,8.965884,2
-0.1309582,6.306041,9.593251,5
10.127168,3.0818558,2.8904102,6
-0.37973687,4.1557984,7.7018275,4
6.1730137,1.2602895,2.3375275,6
6.073917,0.80258864,6.607312,6
10.766031,3.3983393,2.7633917,3
7.2203884,0.08681282,3.4985256,6
11.613723,6.260261,3.8077781,3
11.258158,6.959633,5.9262633,3
-0.4665043,5.5221586,8.297251,5
2.1066065,-2.9881034,5.23864,4
4.934257,0.5004063,7.1704955,5
2.649973,-1.0263861,4.210726,6
9.698624,3.096469,3.3752687,3
0.22160597,3.8003747,8.157785,2
10.7241955,5.054448,3.501946,3
3.5536563,1.157874,8.706527,2
5.9367156,0.7676308,6.9938965,0
0.3556745,3.2594411,8.231349,2
12.069772,5.044354,3.7409546,3
1.7580864,1.0693448,7.140174,2
0.8455735,-0.1520732,5.099036,4
-1.3696887,6.5693135,8.259425,5
4.8733935,-0.19649284,7.6709647,0
10.637076,5.987297,3.4320638,3
4.4041414,1.9438531,9.269598,0
11.077517,6.6068206,4.3875084,3
11.72385,7.1917877,5.2653394,3
5.975558,-1.1327212,10.064729,0
5.300282,1.7169738,7.9614463,4
-0.29944777,2.109859,7.70046,2
10.57577,5.6940165,4.0433707,3
12.435779,7.0207047,5.2281113,3
11.617865,6.8018293,4.67579,3
1.6540307,-0.008252278,5.1752715,4
-0.26863992,0.94375545,6.796668,2
10.323708,6.7293186,5.961187,3
5.06724,1.3042405,3.6084504,6
4.6823673,0.6538212,7.585955,2
10.420541,5.741558,3.2424526,3
11.407685,4.691699,4.0647345,3
4.0320463,2.2557411,8.977387,0
2.251032,-1.616166,5.766913,4
5.1522374,0.22459976,8.746065,0
5.026452,1.1205561,5.087544,0
0.37510866,2.5666072,8.37287,2
5.3986015,1.3405322,3.5848072,6
8.437434,1.6356972,3.0141041,6
